parcelID,lat,lng,numFires,numCrimes,numViols,meanSales
0046F00061000000,40.469289608777736,-80.00888793270111,5,6,7,65454.7
0015C00308000000,40.42332984911784,-80.00664113543496,13,10,12,125088.21875
0040R00157000000,40.43426779967861,-80.0564746680308,3,5,8,119055.80769230769
0019L00093000000,40.43739475624632,-80.03982853735864,3,1,2,86415.33333333333
0015M00047000000,40.41850640353396,-80.00083068915245,21,7,15,36714.477611940296
0018D00059000000,40.431325071104176,-80.03535219192078,0,0,1,148991.66666666666
0231L00084000000,40.456210621694936,-79.87379727099781,12,6,3,105883.33333333333
0138D00022000000,40.38414000491127,-79.98283322237968,4,5,7,78877.28947368421
0125D00045000000,40.46037475447,-79.90123266993923,17,11,7,83521.60869565218
0115B00009000000,40.49158746074817,-80.0251602305641,4,1,1,154962.8
0054F00169000000,40.430177296388976,-79.94225285078515,3,0,2,154443.5
0023E00238000100,40.45829653691943,-80.01273077153638,15,22,14,691952.0860215054
0057G00224000000,40.40147474440426,-79.93966546860278,7,3,8,125597.0625
0054P00201000000,40.424224845520655,-79.94326572875036,5,0,11,192169.25714285715
0032S00040000000,40.40632144855861,-79.96931049874026,0,0,0,
0016P00142000000,40.414492611717904,-80.02647878317579,9,12,5,100071.16666666667
0011B00140000000,40.441697670130736,-79.97599628020147,15,20,10,284870.55555555556
0125A00126000000,40.46060626882683,-79.91321480556483,14,7,12,68456.68965517242
0049K00159000000,40.4666450963159,-79.95926735028328,8,9,11,280272.1743119266
0049N00315000000,40.46322137708423,-79.96312622507068,4,5,4,409413.77419354836
0047A00263000000,40.47024940277674,-79.99780748877524,3,3,2,20713.571428571428
0040S00220000000,40.434289144692485,-80.05121700787353,3,3,10,132003.1219512195
0016P00018000000,40.415134682868654,-80.02824011141276,7,5,4,135514.7142857143
0051S00352000000,40.45313018223168,-79.93640161919438,5,9,6,647095.5660377359
0175P00076000000,40.444841374939536,-79.89494402985727,4,5,3,380025.4090909091
0055B00204000000,40.42133954515111,-79.94271296508707,5,0,9,183524.32432432432
0051G00117000000,40.4600502013033,-79.9396018970221,3,13,5,396409.04545454547
0006L00017000000,40.437372897783405,-80.02421123450979,3,3,3,348982.6349206349
0126E00251000000,40.45003247031591,-79.91221037244141,5,3,2,532971.0975609756
0114P00058000000,40.4836613613334,-80.0442758318475,4,3,4,150974.79591836734
0061E00195000000,40.400090617210566,-80.01543761615433,3,2,1,117347.39215686274
0059A00263000000,40.4021577515764,-79.98281862079179,2,4,4,73107.03846153847
0033F00068000000,40.410949319653454,-79.9930045810315,11,8,12,63889.22727272727
0013K00251000000,40.41649079650119,-79.97450525810572,6,11,16,98675.65853658537
0095P00336000000,40.38481052429077,-79.99227061465123,3,4,4,81235.18181818182
0029D00028000000,40.43195346442259,-79.95327752155465,5,4,9,200986.95
0086P00237000000,40.43553293084122,-79.92694811968654,14,10,4,367816.37209302327
0086G00284000000,40.43857416706591,-79.92262308863661,7,12,6,397555.7878787879
0162R00208000000,40.49172001303868,-80.02256703982253,8,3,4,162789.10344827586
0123J00056000000,40.474846951877936,-79.915406956321,2,1,3,395965.9655172414
0059E00202000000,40.40046128567591,-79.98041528660609,2,3,1,72303.77777777778
0173P00088000000,40.463989301864,-79.89192999655776,11,4,14,20963.25
0003R00029000000,40.42487769611671,-79.98698932341031,12,26,7,163514.18309859154
0086G00110000000,40.43963577886934,-79.92056474979562,7,11,6,499797.05
0003M00170000000,40.42671732632143,-79.98428492892153,9,38,21,232476.04166666666
0174H00253000000,40.4576339881082,-79.88474121337573,10,12,7,39560.181818181816
0115D00241000000,40.49037466040327,-80.0190929766015,11,4,5,93562.45945945945
0052E00257001500,40.447754550724426,-79.94677141241209,10,8,5,382168.25
0175H00037000000,40.44857876057364,-79.88613119378246,7,4,6,37131.307692307695
0086H00193000000,40.44041984405456,-79.91754901107436,3,3,4,510881.71428571426
0046N00361000000,40.46257051226383,-80.01543033503764,10,9,10,739756.4545454546
0174R00350000000,40.454158504855194,-79.88749292605686,15,11,12,33206.8
0184J00099000000,40.36900098918417,-79.91547565604176,4,1,11,90640.64285714286
0071G00047000000,40.45762300857586,-80.07232553181197,6,3,1,133711.88888888888
0174L00049000000,40.456304110110885,-79.8903807355768,19,14,28,32153.15
0060E00194000000,40.399596895202635,-79.99742723949072,2,4,3,141208.33333333334
0022B00199000000,40.460742552318656,-80.02693369677449,6,8,7,1259535.2857142857
0096J00165000000,40.38947766910668,-80.01532984518654,3,6,9,149026.775
0081L00012000000,40.476555038325806,-79.94044981593449,1,0,0,192015.9090909091
0033H00250000000,40.41103890701061,-79.98481369623212,2,7,7,178512.09615384616
0002A00127090700,40.44079609853773,-79.99859626100535,19,40,15,1300448.9545454546
0085B00149000000,40.4521162371888,-79.92515159558651,4,6,9,471658.6041666667
0177A00170000000,40.43164051956381,-79.89736740713602,0,0,0,328274.6
0084G00233000000,40.45847698921112,-79.92190131355609,7,10,3,459840.4411764706
0057C00014000000,40.403934299200834,-79.94012120694846,12,6,16,105633.1
0114P00170000000,40.48247781113351,-80.0429963166376,4,4,6,140861.84905660377
0024C00173000000,40.46064478805377,-79.99048148210936,5,4,5,423312.76470588235
0084G00129000000,40.4582515302005,-79.92320881273746,7,10,5,418685.0512820513
0016K00156000000,40.41790081028968,-80.02490751154399,5,4,3,109788.61904761905
0126K00160000002,40.44717824701976,-79.91038561425427,3,3,3,549905.1463414634
0004J00205000000,40.426465529611605,-80.01466808922986,8,7,7,181327.19512195123
0125H00148000000,40.45998591940126,-79.89992036523995,27,17,12,83975.45833333333
0120L00115000000,40.484346622236224,-79.94012047372672,7,1,2,187390.46153846153
0176A00040000000,40.44143848093937,-79.89578544955117,4,2,2,298614.3888888889
0040G00186000000,40.43957577399894,-80.05640677821654,2,4,5,147212.66666666666
0019A00119000000,40.440662239197,-80.04612051348919,4,0,5,82306.47826086957
0052F00268000000,40.44879001534933,-79.94177056829001,4,0,3,702686.3023255814
0013K00105000000,40.41750393065693,-79.9767091108355,5,9,13,107755.61111111111
0050M00172000000,40.466371916481656,-79.93452579364006,10,8,17,166987.79166666666
0084N00227000000,40.4537874781948,-79.9300683009886,5,8,14,453008.0909090909
0012E00110001700,40.43086310133372,-79.98199875240934,7,35,15,238375.47368421053
0138E00116000000,40.38177943064593,-79.99529765213806,1,2,4,79721.17391304347
0062A00222000000,40.40200722541081,-80.02965193047521,5,4,6,115807.23529411765
0016R00053000000,40.41458104591452,-80.02368629682395,8,8,5,102574.70454545454
0075B00293000000,40.48039560454296,-80.04239567041448,5,7,5,115061.44736842105
0138F00256000000,40.38176159777144,-79.99355134399262,1,3,3,96190.31818181818
0006R00278000000,40.43568177496484,-80.02089545827526,8,3,3,323794.45588235295
0087D00081000000,40.43207245003996,-79.91889074626107,11,6,4,563282.875
0077N00303000000,40.47324239551588,-80.01523919548062,2,2,6,72268.26923076923
0053D00232000000,40.44233890535144,-79.9364432462731,6,0,1,714571.5
0125B00368000000,40.46013394480648,-79.91060545830511,11,7,12,36710.833333333336
0047N00287000000,40.4626907838741,-79.99709803186101,8,2,3,60847.724137931036
0048A00256000000,40.46997204953566,-79.97939029115936,4,7,7,79692.93333333333
0077N00253000000,40.47256809179149,-80.01372268831773,4,5,9,62067.42857142857
0014N00036000000,40.41448947108365,-79.99894436894125,11,6,14,23779.634146341465
0029F00105000000,40.43080013396193,-79.96207330767801,5,5,4,345242.14285714284
0126N00145000000,40.44402198036346,-79.9130904589028,1,3,2,689889.4705882353
0125B00129000000,40.46238401596871,-79.91161779695054,15,6,13,68405.37837837837
0172N00104000000,40.472462321117135,-79.89625767945958,4,7,9,41543.07142857143
0009M00275000000,40.446345104160656,-79.98343237071765,16,14,8,2160815.9375
0014E00237000000,40.419647053485775,-79.99705985413743,22,20,28,47086.213483146064
0135D00009000000,40.38248443639021,-79.93332928073171,4,0,0,43178.5
0052B00012000000,40.45245360554512,-79.94493418626674,7,8,2,532908.947368421
0032E00227000000,40.409298781427246,-79.98100275677254,2,5,7,184938.68
0174C00009000000,40.46041054601491,-79.89081503363347,19,9,21,34675.0
0085B00062212100,40.45121502496906,-79.92623608418326,4,5,9,494873.96
0062S00165000000,40.39477281562724,-80.01618869641369,5,5,7,141667.1923076923
0097F00096000000,40.39111446826504,-80.02577035831482,1,4,9,128264.14705882352
0052E00091000000,40.45022129837351,-79.94691019448598,6,13,4,336178.765625
0092M00113000000,40.38932768194911,-79.93298862869193,0,0,0,45583.333333333336
0063A00298000000,40.40202156689557,-80.04819034331658,1,1,1,152953.33333333334
0171H00312000000,40.48750278079816,-79.88510092564634,0,0,1,
0045R00104000000,40.46346986637391,-80.02040587299176,8,5,4,1915257.78125
0033B00315000000,40.41173318578745,-79.99263229040889,14,12,15,64290.260273972606
0078R00040000000,40.4742697978931,-79.98843365592307,0,0,1,119500.0
0004G00221000000,40.430294566174496,-80.00593593243829,5,13,8,606413.5428571429
0086D00038000000,40.441199711954475,-79.91926265639745,5,11,4,527811.4761904762
0003M00252000000,40.42693309050317,-79.98495633097686,11,39,18,236945.97701149425
0004R00335000000,40.42536002779699,-80.00363951383825,9,11,9,199684.4109589041
0015C00073000000,40.42170514943346,-80.0072383889594,11,6,10,112630.35087719298
0124A00163000000,40.470630948735035,-79.91586781147232,2,4,3,308956.7297297297
0023K00176000000,40.45621605758679,-80.01030075649386,19,16,13,508160.22093023255
0014F00111000000,40.4205007324008,-79.99413859559806,23,21,28,46803.833333333336
0062R00192000000,40.39519627630092,-80.02077464251757,7,9,11,133905.890625
0014K00213000000,40.417053108413455,-79.99298590297525,24,17,35,32220.318840579712
0046F00130000000,40.46820778623126,-80.01037040080665,6,5,9,50432.28947368421
0033G00099000000,40.40925055722106,-79.98728413420461,1,5,1,187694.94827586206
0088F00065000000,40.420412640129015,-79.92775524520773,7,12,12,264816.3125
0088G00029000000,40.420885131825855,-79.92422314394295,4,7,7,330012.38636363635
0042C00169000000,40.46151030683617,-80.05480555203566,3,1,2,35651.87096774193
0047A00179000000,40.471094402662494,-79.99570981687016,3,1,2,50099.5
0035B00010000000,40.41212820240949,-80.02816094225899,8,10,8,98562.53658536586
0014E00256000000,40.41940429168957,-79.99657992822196,22,19,28,43863.5393258427
0003M00297000000,40.42685236025183,-79.98546194392739,13,40,18,229680.12820512822
0044D00194000000,40.471031989818485,-80.03593819720625,6,7,9,63127.74418604651
0190C00022000000,40.37484025629713,-80.00432884806627,0,0,0,67792.5
0097M00173000000,40.388527732182965,-80.01800932824668,3,4,8,125244.78378378379
0115D00185000000,40.4900237622188,-80.01787109374422,8,5,7,105805.275
0012N00360000001,40.4250500003961,-79.98222033002216,9,28,32,211297.53260869565
0023S00277000000,40.455159134511845,-80.0016288404759,27,28,12,262250.6046511628
0081L00025000000,40.47602397692908,-79.93980602848589,1,0,0,182936.11111111112
0052B00098070300,40.452395533222955,-79.94217625097968,5,5,0,649034.6842105263
0015S00029000000,40.41608578990459,-80.0014636254581,15,4,15,24281.11111111111
0095R00145000000,40.385626807908935,-79.98976165320515,3,5,4,79895.45238095238
0009M00258000A00,40.44590758821531,-79.98474085866401,14,11,6,2462253.9285714286
0077N00158000000,40.47356722276047,-80.01416234286337,2,3,7,65876.83333333333
0084R00340004300,40.45349486316204,-79.92068706291683,4,5,2,494807.9268292683
0026C00010000000,40.46029488814073,-79.95724849449728,5,7,7,232937.16666666666
0010D00350000000,40.45108874899792,-79.96628856847101,5,5,13,57729.822222222225
0231L00230000000,40.45595641562687,-79.87339311000046,12,6,3,105883.33333333333
0004R00195000000,40.42360473055153,-80.0068020760536,11,12,10,132285.76119402985
0001C01662016600,40.44216319946911,-80.00699589600043,6,17,2,617746.2962962963
0028P00165021100,40.43441746130652,-79.9592640414275,10,9,11,472932.1666666667
0024C00158000000,40.4611596222774,-79.99107256874558,5,5,5,129130.98076923077
0127N00086000000,40.43523823560417,-79.91338166720594,2,2,2,670127.9523809524
0080C00111000000,40.47999324803102,-79.95502137785465,8,7,12,283187.82795698923
0021N00296000000,40.45436778373203,-80.04677464093785,6,6,12,199744.47619047618
0120M00156000000,40.48673718504818,-79.93385221035126,3,0,1,170458.0
0015G00106000000,40.4201663382844,-80.0053037814923,13,6,16,76159.70689655172
0017M00200000000,40.41713675634265,-80.03403464305131,2,4,1,1500000.0
0002H00097000000,40.438668319895584,-79.98321332179009,15,18,6,1345182.3103448276
0125N00068000000,40.452971805661385,-79.91336901116078,4,5,1,521115.89285714284
0086J00172000000,40.43760621954297,-79.9289256669579,5,3,4,488435.44
0023M00087000000,40.45723469777792,-80.00155602246186,14,20,18,238275.4
0116P00195000000,40.4822029983314,-80.00940463227987,4,2,2,93143.25
0003E00079000A00,40.42956627776656,-79.996558677367,3,4,2,1617695.0
0023J00327000000,40.455750499910735,-80.01443780895573,16,23,10,809669.8101265823
0026H00362000000,40.45992176420124,-79.95331132367744,8,7,12,358327.28301886795
0174R00150000000,40.45286561962837,-79.89062872833459,21,24,14,38968.0
0061R00200000000,40.39635738969751,-80.00698569531498,3,1,4,142156.6
0028L00058000000,40.436669486598966,-79.95615093730174,10,9,10,518609.225
0086J00272000000,40.43805772641005,-79.93093733268623,3,2,1,586770.08
0049G00330000000,40.46900965054211,-79.95529747829873,7,7,9,287905.0
0120M00194000000,40.48594034876204,-79.93477742912243,4,0,0,180686.88461538462
0016B00088000000,40.42225759650393,-80.02629719170618,2,4,1,158608.53846153847
0023E00290000D00,40.45784558510149,-80.01528261246747,14,15,11,787715.3506493507
0088E00183000000,40.42007239801291,-79.93242893599371,8,10,17,214840.4
0020P00084000000,40.44355673560853,-80.04256158292553,6,10,9,118660.44736842105
0055K00179000000,40.41845275461996,-79.94370021853331,3,0,4,182526.0
0050M00158000000,40.46599003754835,-79.93498373636878,9,7,17,145816.17142857143
0087K00300000000,40.42630597811205,-79.92727393755938,9,7,19,273731.0307692308
0002D00087000000,40.4423751493964,-79.9844431014243,15,20,8,1556120.1666666667
0034J00186000100,40.407909005142045,-80.01482358138028,2,2,3,652303.5
0126G00250000000,40.44953919738467,-79.90447045320775,6,5,3,389699.4285714286
0026E00060000000,40.458385777312394,-79.96456140784966,3,5,6,234837.43181818182
0052E00011031200,40.44801207744944,-79.94903656705618,10,9,4,359012.0714285714
0014A00344000000,40.421482687413445,-79.99658488780784,23,21,23,63678.56862745098
0035B00285000000,40.4136872971778,-80.02460656880329,11,10,5,109659.23404255319
0012J00226000000,40.42630071777468,-79.98189614797165,9,33,33,231548.2385321101
0231L00092000000,40.45634504049699,-79.87361325188121,12,6,3,105883.33333333333
0128S00044000A00,40.424939046839874,-79.89974168127013,2,0,0,212801.25
0019H00142000000,40.4403419284532,-80.03578873845831,3,7,12,80636.80769230769
0001D00259C51300,40.44099776780997,-79.99906891144873,20,42,15,1286299.0
0127A00049000000,40.44272253438197,-79.91309529794943,1,2,1,664410.4285714285
0077P00220000000,40.47369014617328,-80.01007352056048,5,3,11,53563.25
0080G00255000000,40.4778241391554,-79.9545302893433,6,5,11,295120.98876404495
0077B00065000000,40.48018830406427,-80.01177903348723,5,2,5,106306.83333333333
0085B00062107200,40.45170564509568,-79.92534273950272,4,5,8,474929.4375
0085N00124000000,40.443086752439534,-79.93104723728153,1,3,4,589956.8666666667
0001C01662F02600,40.44245059901264,-80.0067115292031,6,17,2,529967.3076923077
0097B00217000000,40.39292597068587,-80.02605247380565,4,5,8,125696.94871794872
0049R00066000000,40.46434348124083,-79.95613466873574,10,11,11,284502.2784810127
0084J00242000000,40.45691946743272,-79.93005947986717,4,11,9,429033.8
0004G00064000000,40.43068651736735,-80.00772178418654,6,15,9,546962.8913043478
0018H00133000002,40.42969874454193,-80.03388121090252,0,0,1,148991.66666666666
0002H00036000000,40.43825582476249,-79.9838680934359,12,16,7,1175936.5555555555
0124K00015000000,40.467319610066696,-79.91015790025648,14,7,8,149286.1052631579
0162P00009000000,40.49391266942525,-80.0245153301327,2,0,1,157202.89655172414
0087A00154000000,40.43238701007535,-79.93173283177995,7,3,3,366605.08
0124J00059000000,40.46684948577069,-79.91420435459574,7,5,8,198871.125
0011A00232000000,40.44108867907549,-79.97957918689247,21,23,8,1148228.1538461538
0060N00179000000,40.39589823102722,-79.99654855663134,3,6,4,104858.51851851853
0129H00013000000,40.4207559022716,-79.90247820455876,3,0,0,227320.5
0004S00117000000,40.42515040502443,-80.00029434877392,11,13,14,139942.60714285713
0124A00247000000,40.47131471138008,-79.9144483354447,1,4,3,320140.14705882355
0083D00108000000,40.47058532353175,-79.91882737159786,3,8,14,327254.4583333333
0137E00104000000,40.38160472610682,-79.98190614283949,3,3,4,88617.26086956522
0077N00064000000,40.47458731756869,-80.01430823426142,2,3,8,73699.82142857143
0184F00254000000,40.370436055701845,-79.90846173414502,3,0,3,109147.69230769231
0002D00077000000,40.44197291686678,-79.9841378100134,15,20,9,1696462.5
0050N00117000000,40.46483736035972,-79.94779017616757,14,16,11,239554.0
0163G00325000000,40.49665927494199,-80.0044950105235,2,0,0,165000.0
0027B00235000000,40.45126254406129,-79.95937699995065,5,3,14,68070.56410256411
0010D00152000000,40.45153434570681,-79.96868905907881,9,7,12,74112.36666666667
0032F00322000000,40.409991651620174,-79.9761172199223,3,3,7,50272.833333333336
0138D00153000000,40.383933908416125,-79.98587836726473,3,3,5,73317.71052631579
0095K00007000000,40.389245102746415,-79.99478514708858,4,3,6,106783.0294117647
0088M00034000000,40.41653319531588,-79.91993769989814,5,1,0,543325.0
0004G00113000000,40.43023024098196,-80.00711679333483,5,14,10,547749.0487804879
0028A00346000000,40.440803212725925,-79.96289502714346,13,6,5,426166.95
0175L00001000000,40.447826584978365,-79.88829906363651,10,7,5,39583.916666666664
0014C00074000000,40.422986520488685,-79.98969784275624,16,18,16,85516.421875
0026P00116000000,40.453356767839566,-79.95977476984389,5,2,13,67057.28571428571
0014F00201000A00,40.42056502588604,-79.9931666879895,21,25,28,40970.096385542165
0041S00120000000,40.4438906329129,-80.05266818570767,5,5,4,163355.3142857143
0021P00144000000,40.45284502331432,-80.04423103205627,5,2,2,33888.142857142855
0014F00194000000,40.42070838996206,-79.99284443040595,20,23,29,42625.204545454544
0046L00136000000,40.466212289966975,-80.00757698163108,7,8,6,75725.58333333333
0124B00025000000,40.47128308937004,-79.91179310765568,3,4,2,304130.27777777775
0184J00078000000,40.36935258271614,-79.91502571499288,4,1,11,91776.35714285714
0033L00124000000,40.40718491043796,-79.9891308630372,2,4,3,104122.80701754386
 ,40.43736782690577,-80.04860413463263,3,2,11,118888.10714285714
0004M00093000000,40.42644675939435,-80.00178098542501,7,8,10,208031.046875
0016R00041000000,40.41557695811026,-80.02374465558972,10,7,3,99308.86842105263
0035P00051000000,40.40586751547489,-80.02782905636961,5,6,9,101484.34042553192
0005D00154000000,40.431225373215725,-80.01934372502518,5,2,3,266980.84
0013C00387000000,40.421475449705035,-79.97420892955132,10,10,22,128965.73684210527
0095E00280000000,40.39189810567071,-79.99904281805962,4,5,6,140571.45945945947
0062N00160000000,40.39629001955943,-80.0302278502673,0,1,1,101980.81481481482
0003N00116000000,40.42505291824113,-79.9978057479143,10,15,11,153585.525
0023K00020000000,40.45752054796743,-80.01061943129207,20,19,13,555385.7263157895
0047P00035000000,40.46384107459801,-79.99133164192372,8,5,2,86008.14285714286
0009G00160000000,40.449357891568475,-79.9892621668826,6,0,1,485668.4285714286
0049N00031000000,40.464790067300726,-79.96458405755651,5,6,4,421060.9
0015L00055000000,40.41749889457718,-80.00734876913727,9,4,12,66582.4
0013M00036000000,40.41842603246605,-79.96809911805134,4,4,21,96862.55555555556
0139B00214000000,40.38306285422489,-80.00896484146759,1,1,0,155142.8125
0086M00270000000,40.436405205391,-79.91959996872205,13,8,6,352853.3939393939
0003P00071000000,40.42532241419438,-79.9923151835639,16,21,10,365375.8181818182
0023N00066000000,40.45477463158967,-80.01213523592595,17,20,12,633338.8356164383
0003L00230000000,40.42739338345312,-79.99000561768078,7,24,5,509777.1707317073
0083B00312000000,40.47022238478763,-79.92515336503747,12,15,16,350068.21428571426
0127A00113000000,40.442259763386154,-79.91345923789328,2,2,1,659171.625
0076E00213000000,40.4792135958136,-80.03221836925442,15,9,6,105523.0
0075D00174000000,40.48031980719008,-80.03415524724761,8,9,8,126591.09523809524
0116G00044000000,40.48890739764107,-80.00384353792083,1,0,0,97500.0
0020L00265000000,40.44550971727492,-80.03911788221252,5,10,15,120879.37837837837
0046A00276000000,40.4711329678478,-80.01581413240385,1,2,7,210764.26666666666
0025K00242000000,40.45658187439741,-79.97558965246316,1,2,7,2349161.714285714
0051K00006000000,40.45755597841276,-79.94441160190489,5,9,7,303748.1785714286
0060H00200000000,40.4001868360762,-79.98580146256106,8,13,5,87448.15909090909
0022B00071000000,40.461923336866555,-80.02612753942027,6,8,8,1336217.625
0082M00054000000,40.476622530018766,-79.91908266546626,4,2,3,404161.26923076925
0051E00183000000,40.457965676023065,-79.94683924701891,4,9,6,324894.3783783784
0123P00028000000,40.47418033255246,-79.91178148093297,1,0,0,338537.8947368421
0080K00264000000,40.47588736243917,-79.95805745670673,3,5,10,324596.6101694915
0049M00237000000,40.46550229177839,-79.95042345840129,12,13,10,331616.27659574465
0020J00076000000,40.44679504677418,-80.04555904023869,4,5,3,126252.125
0083B00280000000,40.469867530169616,-79.92615190504297,11,15,16,330506.6964285714
0055S00038000000,40.4140890561811,-79.93363982554435,1,1,3,104542.5
0015P00056000000,40.415537674144176,-80.00794479454741,4,7,9,34384.05263157895
0022N00172000000,40.45436111602344,-80.03015031682057,5,1,9,318112.4074074074
0082L00032000A00,40.47660103804495,-79.92327921258246,6,8,5,381291.96875
0012E00001000000,40.430819599531176,-79.98151446755315,8,35,15,247000.47368421053
0022K00034000000,40.45751536303728,-80.02651344470651,9,7,12,970714.6875
0057G00324000000,40.40129050904719,-79.93724186879251,5,3,6,132450.06666666668
0054L00031000000,40.42703163021498,-79.94075874894669,6,0,9,212507.9090909091
0050M00055000B00,40.466732305108366,-79.9367539998994,7,6,13,104614.83561643836
0120G00060000000,40.48820547268814,-79.93709574874708,2,0,0,178031.81818181818
0082R00055000000,40.472875961963645,-79.92352075950154,5,11,16,339472.07692307694
0094K00186000000,40.389504622229616,-79.97652024608225,4,1,1,190302.33333333334
0184N00035000000,40.367301021277925,-79.91295158673636,4,1,10,94108.54545454546
0045L00044000000,40.46653308510963,-80.02072256451001,5,2,2,722278.1428571428
0174H00297000000,40.45793249113625,-79.88514509940059,11,12,8,38963.619047619046
0095A00335000000,40.39428123962373,-79.9957570453518,3,5,3,95007.5
0114M00090000000,40.4846337059614,-80.03567401547248,5,5,11,144527.53846153847
0114G00096000000,40.48748705226428,-80.03879393328256,4,3,6,141354.0465116279
0011J00069000A00,40.437903847293775,-79.98158730094616,12,19,7,397682.0333333333
0033L00004000000,40.408035951207765,-79.99095118800889,5,7,7,96079.03225806452
0056F00309000000,40.41060278264772,-79.94258449438156,6,6,8,185020.08333333334
0087G00115000000,40.42875657195373,-79.92073409945436,10,7,5,466219.0
0080G00093000000,40.47799461250566,-79.95640433836017,5,6,11,326579.01369863015
0162K00061000000,40.49461941353077,-80.02546524663397,2,0,1,164284.0
0003E00098000A00,40.42985350942077,-79.9978920190518,2,3,2,1672557.894736842
0243C00266000000,40.364415258552384,-79.9058818671045,1,1,1,188850.0
0033R00064000000,40.40601220451922,-79.98826387760326,1,3,2,93922.92592592593
0124P00079000B00,40.46314081763034,-79.91180871726347,14,8,12,68532.11428571428
0011M00171000000,40.43627878611667,-79.96714432162673,10,8,6,747638.5454545454
0021N00037000000,40.45350455852891,-80.049426489604,5,13,15,154771.13333333333
0115B00258000000,40.489719868017374,-80.02680399228935,1,1,1,190004.33333333334
0027H00047090400,40.44918048294285,-79.95269342122289,7,13,2,458570.275862069
0006R00308000000,40.434109987238166,-80.02111728007053,8,3,3,305478.9344262295
0052B00053000000,40.451878093832605,-79.94377009178201,7,5,1,597903.1052631579
0087F00214000000,40.42936861415882,-79.9250591814096,15,8,8,357727.96
0008B00032000000,40.45043146672562,-80.0103377947936,8,10,2,1357920.0
0138G00044000000,40.382085697997496,-79.99047762612138,1,2,2,82061.92592592593
0175G00034000000,40.45037119162357,-79.88714731734157,12,11,11,27703.60606060606
Not Assessed,40.382110501713534,-80.00255779845655,1,0,0,111768.75
0015E00008000000,40.418992700330406,-80.01414554296467,4,7,5,133424.11111111112
0046F00038000000,40.46944354651077,-80.01003417399421,6,6,8,58149.69696969697
0232E00070000000,40.449472298160224,-79.88132682591439,4,1,9,28162.5
0001M00013000000,40.43753765604133,-80.00216306443444,6,20,9,1120441.08
0032C00016000000,40.41382176015049,-79.97229145610765,3,5,11,92841.0
0086R00209000000,40.43408885710409,-79.92225945770947,16,12,6,413308.75
0046P00305000000,40.46281815422301,-80.00806768410331,12,9,10,97057.80487804877
0013R00168000000,40.414423158951145,-79.97109539279846,4,4,12,95461.70967741935
0050N00108000000,40.46446322146696,-79.94812673449341,16,15,11,252249.73913043478
0049P00343000000,40.46292766581197,-79.95813876679814,4,9,8,285471.8732394366
0138B00134000000,40.384066550496215,-79.99445432741219,2,1,6,80356.3870967742
0085A00114000000,40.45036716159686,-79.93117931273197,4,6,5,680240.2142857143
0045J00047000000,40.465569912894075,-80.0321905243055,4,2,11,54334.25
0027K00018000000,40.44776576436115,-79.96059499545498,4,1,7,112927.34782608696
0125D00104000000,40.46104302058087,-79.89972039296245,17,12,11,88414.26923076923
0003P00009000000,40.425838472429895,-79.9933306293051,14,18,9,601601.186440678
0035L00165000000,40.4088753275799,-80.02206129965765,6,7,4,365232.3870967742
0012B00050000000,40.43098528135234,-79.97725586031808,12,19,11,261521.21666666667
0024A00162000000,40.46231233910214,-79.99698073030497,9,3,6,72237.0
0056B00311000000,40.412242402135576,-79.94483059179721,4,3,6,205890.11111111112
0015L00087000000,40.417274370068895,-80.00672745329598,9,5,12,48625.3870967742
0061B00096000000,40.40214046669927,-80.01169678798931,2,2,1,138508.96666666667
0050J00152000000,40.46527919869806,-79.94880674913689,16,14,11,246964.83720930232
0010D00127000A00,40.452098262416605,-79.96780438864077,5,7,12,71276.24324324324
0124L00082000000,40.46692381874623,-79.90502920296228,12,9,9,50691.4375
0128N000270P1800,40.42345882246839,-79.91343162445605,0,0,1,555834.0625
0039J00045000000,40.426652986723525,-80.06521539225585,2,2,4,97767.42857142857
0002A00127110400,40.44067945876076,-79.99841651867574,19,41,15,991187.5666666667
0020S00123000000,40.443244813630606,-80.03593155786938,6,12,20,134697.8620689655
0052E00145000000,40.44939676186349,-79.9467036132612,8,11,4,417722.08196721313
0036F00026000000,40.409520453709554,-80.04485446342602,1,0,0,198896.42857142858
0029D00072000000,40.43268973332516,-79.95288231608387,6,5,9,198279.9512195122
0096J00388000000,40.38722914502696,-80.01564583039179,3,3,3,116116.62962962964
0004R00333000000,40.425358259554365,-80.00382095132214,10,10,9,184002.34782608695
0010D00306000000,40.45158447063388,-79.96750020745647,7,8,13,70465.43243243243
0084H000650E1900,40.458701956257,-79.91970383219537,6,10,4,446235.76666666666
0060M00118000000,40.399221050837454,-79.98651613151263,10,18,8,89687.875
0045S00106000000,40.46436151335921,-80.01760511533742,8,3,5,522217.3
0126N00293000000,40.444778822547775,-79.91495344138413,2,3,2,676451.4761904762
0014A00027000000,40.42288631940611,-79.9994760877997,14,14,16,116034.77011494253
0174M00259000000,40.457280943110966,-79.88678093084077,11,13,14,37343.76666666667
0024C00074000000,40.46191968698592,-79.98962222831534,7,6,4,119414.85185185185
0009A00170000000,40.45051193432908,-79.99585935854273,15,13,6,203942.5
0071B00214000002,40.46212696387972,-80.07788966205058,2,4,2,97743.25
0048N00024000000,40.464318282725664,-79.98250586732979,8,7,7,165682.9347826087
0010N00331000000,40.44384556262818,-79.97961235449063,19,21,10,1474260.3157894737
